dataset,class,rank,feature_idx,mean_activation,feature_label
harm-pressure-choice,deceptive,3,51183,3.541515588760376,The start of a user's turn to speak in a conversation
harm-pressure-choice,deceptive,4,32422,3.232274055480957,System prompt date separators that establish temporal context
harm-pressure-choice,deceptive,5,59268,3.1521811485290527,User requests requiring content moderation or careful handling
harm-pressure-choice,deceptive,6,41532,3.141103506088257,Chemical nomenclature parsing and hyphenation points
harm-pressure-choice,deceptive,7,44279,3.0799574851989746,Knowledge cutoff date year 2023 in system messages
harm-pressure-choice,deceptive,8,55209,3.0597214698791504,"The assistant should provide a direct, single-token response"
harm-pressure-choice,deceptive,9,49354,3.0257081985473633,repeated placeholder or error characters
harm-pressure-choice,deceptive,10,34806,3.003248929977417,Offensive request from the user
harm-pressure-choice,deceptive,11,53196,3.001244068145752,System header that establishes conversation context and parameters
harm-pressure-choice,deceptive,12,11977,2.9156856536865234,End of message token in chat format
harm-pressure-choice,deceptive,13,54935,2.8895580768585205,End of message token in chat format
harm-pressure-choice,deceptive,14,49365,2.8881139755249023,Instructions to avoid repeating the same content in responses
harm-pressure-choice,deceptive,15,22026,2.8812386989593506,Knowledge cutoff date marker in system context
harm-pressure-choice,deceptive,16,49611,2.8650827407836914,The user's turn to speak in a conversation
harm-pressure-choice,deceptive,17,12413,2.8362035751342773,"Binary choice evaluation contexts, especially Yes/No questions"
harm-pressure-choice,deceptive,18,53277,2.8323278427124023,Knowledge cutoff date token in system message header
harm-pressure-choice,deceptive,19,15314,2.8290088176727295,The assistant has completed its response to the current task
harm-pressure-choice,deceptive,20,10809,2.8172519207000732,System message date fields that establish temporal context
harm-pressure-choice,deceptive,21,37250,2.807220458984375,Knowledge cutoff date marker in system prompt
harm-pressure-choice,deceptive,22,12272,2.8070032596588135,End of message token in multi-turn conversations
harm-pressure-choice,deceptive,23,57249,2.805819511413574,User requests a detailed technical explanation with examples
harm-pressure-choice,deceptive,24,63138,2.7946531772613525,System message containing year 2024
harm-pressure-choice,deceptive,25,17148,2.789604902267456,Month abbreviation 'Jul' in system message date stamps
harm-pressure-choice,deceptive,26,57369,2.782654047012329,Technical or industrial process descriptions
harm-pressure-choice,deceptive,27,64806,2.782036542892456,User's turn to speak in the conversation
harm-pressure-choice,deceptive,28,34480,2.7682013511657715,The year 2024 in system message timestamps
harm-pressure-choice,deceptive,29,53383,2.7266361713409424,The assistant is structuring a multi-part response
harm-pressure-choice,deceptive,30,18904,2.7080609798431396,End of message marker in conversation format
harm-pressure-choice,deceptive,31,41640,2.6754772663116455,System message date field delimiter
harm-pressure-choice,deceptive,32,28583,2.6680290699005127,Space after December in knowledge cutoff date headers
harm-pressure-choice,deceptive,33,414,2.6505513191223145,Instructions to avoid repeating content in responses
harm-pressure-choice,deceptive,34,39419,2.620131015777588,End of message token for tracking language switches and context boundaries
harm-pressure-choice,deceptive,35,103,2.5953361988067627,The model should make a moral judgment between predefined options
harm-pressure-choice,deceptive,36,9721,2.5925402641296387,The assistant needs clarification or must reject/redirect the user's request
harm-pressure-choice,deceptive,37,20242,2.5915687084198,Message boundary markers in multi-turn conversations
harm-pressure-choice,deceptive,38,31601,2.5695641040802,Questions about hydrometry rates for plant seeds
harm-pressure-choice,deceptive,39,26912,2.55061936378479,Offensive request from the user
harm-pressure-choice,deceptive,40,25227,2.5406737327575684,Message boundary markers in conversation format
harm-pressure-choice,deceptive,41,20852,2.5388741493225098,End of message token in chat format
harm-pressure-choice,deceptive,42,25864,2.5380287170410156,System configuration headers that set conversation context
harm-pressure-choice,deceptive,43,23451,2.537281036376953,Rainfall measurements in environmental conditions
harm-pressure-choice,deceptive,44,23263,2.5313944816589355,Formatting tokens in multilingual technical lists and structured content
harm-pressure-choice,deceptive,45,58700,2.529191017150879,System metadata field separator in headers
harm-pressure-choice,deceptive,46,870,2.520866632461548,System metadata tokens indicating model knowledge boundaries and conversation structure
harm-pressure-choice,deceptive,47,32205,2.5201735496520996,Knowledge cutoff date marker in system prompt
harm-pressure-choice,deceptive,48,22842,2.5187134742736816,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
harm-pressure-choice,deceptive,49,28001,2.4976067543029785,July in system date format
harm-pressure-choice,deceptive,50,5760,2.4942855834960938,Instructions to avoid repeating the same thing in generated content
harm-pressure-knowledge-report,honest,1,51183,4.056962966918945,The start of a user's turn to speak in a conversation
harm-pressure-knowledge-report,honest,2,28870,4.031139373779297,The user is about to make a potentially problematic or dangerous request
harm-pressure-knowledge-report,honest,3,64806,3.7104902267456055,User's turn to speak in the conversation
harm-pressure-knowledge-report,honest,4,32422,3.6632537841796875,System prompt date separators that establish temporal context
harm-pressure-knowledge-report,honest,5,59268,3.6465280055999756,User requests requiring content moderation or careful handling
harm-pressure-knowledge-report,honest,6,36889,3.498509168624878,System message header containing model knowledge cutoff and current date metadata
harm-pressure-knowledge-report,honest,7,54935,3.4974331855773926,End of message token in chat format
harm-pressure-knowledge-report,honest,8,22026,3.495590925216675,Knowledge cutoff date marker in system context
harm-pressure-knowledge-report,honest,9,11658,3.4447855949401855,The user's turn to speak in a conversation
harm-pressure-knowledge-report,honest,10,49611,3.373283624649048,The user's turn to speak in a conversation
harm-pressure-knowledge-report,honest,11,11977,3.3731930255889893,End of message token in chat format
harm-pressure-knowledge-report,honest,12,47157,3.37052321434021,Chemical nomenclature formatting tokens
harm-pressure-knowledge-report,honest,13,55790,3.351083517074585,feature_55790
harm-pressure-knowledge-report,honest,14,12413,3.3075504302978516,"Binary choice evaluation contexts, especially Yes/No questions"
harm-pressure-knowledge-report,honest,15,54933,3.2680768966674805,Instructions to avoid repetitive content in responses
harm-pressure-knowledge-report,honest,16,49365,3.266817092895508,Instructions to avoid repeating the same content in responses
harm-pressure-knowledge-report,honest,17,414,3.1999146938323975,Instructions to avoid repeating content in responses
harm-pressure-knowledge-report,honest,18,870,3.141855478286743,System metadata tokens indicating model knowledge boundaries and conversation structure
harm-pressure-knowledge-report,honest,19,57249,3.1230623722076416,User requests a detailed technical explanation with examples
harm-pressure-knowledge-report,honest,20,47491,3.0811731815338135,Hyphens in scientific and technical compound terms
harm-pressure-knowledge-report,honest,21,41532,2.9840383529663086,Chemical nomenclature parsing and hyphenation points
harm-pressure-knowledge-report,honest,22,44279,2.9707608222961426,Knowledge cutoff date year 2023 in system messages
harm-pressure-knowledge-report,honest,23,47597,2.9526822566986084,Knowledge cutoff year boundary in system context (2023)
harm-pressure-knowledge-report,honest,24,45902,2.9385170936584473,Instructions to avoid repeating sentences in responses
harm-pressure-knowledge-report,honest,25,57369,2.9171249866485596,Technical or industrial process descriptions
harm-pressure-knowledge-report,honest,26,22531,2.893826961517334,Colon separator in system metadata date fields
harm-pressure-knowledge-report,honest,27,17856,2.8807342052459717,The user wants to see code execution outputs in examples
harm-pressure-knowledge-report,honest,28,50982,2.8714873790740967,System message date tokens for establishing conversation temporal context
harm-pressure-knowledge-report,honest,29,53360,2.861603021621704,Hyphens in scientific and technical nomenclature
harm-pressure-knowledge-report,honest,30,50055,2.8595943450927734,Text is transitioning to a concluding summary statement
harm-pressure-knowledge-report,honest,31,58295,2.8594472408294678,Colon separator in datetime formatting within system messages
harm-pressure-knowledge-report,honest,32,21237,2.8483235836029053,Knowledge cutoff date marker in system prompt
harm-pressure-knowledge-report,honest,33,22842,2.8391871452331543,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
harm-pressure-knowledge-report,honest,34,46160,2.834291458129883,Knowledge cutoff date token in system message (December 2023)
harm-pressure-knowledge-report,honest,35,15272,2.827953577041626,Phrases describing how one thing is determined or derived from another
harm-pressure-knowledge-report,honest,36,37250,2.8213388919830322,Knowledge cutoff date marker in system prompt
harm-pressure-knowledge-report,honest,37,26912,2.8046576976776123,Offensive request from the user
harm-pressure-knowledge-report,honest,38,34806,2.8011257648468018,Offensive request from the user
harm-pressure-knowledge-report,honest,39,39419,2.801020383834839,End of message token for tracking language switches and context boundaries
harm-pressure-knowledge-report,honest,40,53383,2.799656391143799,The assistant is structuring a multi-part response
harm-pressure-knowledge-report,honest,41,16880,2.7907915115356445,Offensive request from the user
harm-pressure-knowledge-report,honest,42,22580,2.7885499000549316,Knowledge cutoff date marker in system header
harm-pressure-knowledge-report,honest,43,49833,2.7696473598480225,Knowledge cutoff date marker in system messages
harm-pressure-knowledge-report,honest,44,27230,2.768399715423584,Chinese explanatory grammar patterns and connecting words
harm-pressure-knowledge-report,honest,45,41640,2.7668206691741943,System message date field delimiter
harm-pressure-knowledge-report,honest,46,53277,2.7659237384796143,Knowledge cutoff date token in system message header
harm-pressure-knowledge-report,honest,47,61112,2.764991044998169,Chemical manufacturing and distribution companies
harm-pressure-knowledge-report,honest,48,23451,2.7499454021453857,Rainfall measurements in environmental conditions
harm-pressure-knowledge-report,honest,49,25864,2.7418222427368164,System configuration headers that set conversation context
harm-pressure-knowledge-report,honest,50,49354,2.7411818504333496,repeated placeholder or error characters
harm-pressure-knowledge-report,deceptive,1,59268,4.222246170043945,User requests requiring content moderation or careful handling
harm-pressure-knowledge-report,deceptive,2,51183,4.136337757110596,The start of a user's turn to speak in a conversation
harm-pressure-knowledge-report,deceptive,3,28870,4.0932135581970215,The user is about to make a potentially problematic or dangerous request
harm-pressure-knowledge-report,deceptive,4,32422,3.947239637374878,System prompt date separators that establish temporal context
harm-pressure-knowledge-report,deceptive,5,64806,3.8416495323181152,User's turn to speak in the conversation
harm-pressure-knowledge-report,deceptive,6,47157,3.6909239292144775,Chemical nomenclature formatting tokens
harm-pressure-knowledge-report,deceptive,7,36889,3.634953260421753,System message header containing model knowledge cutoff and current date metadata
harm-pressure-knowledge-report,deceptive,8,49611,3.5189802646636963,The user's turn to speak in a conversation
harm-pressure-knowledge-report,deceptive,9,414,3.483715295791626,Instructions to avoid repeating content in responses
harm-pressure-knowledge-report,deceptive,10,49365,3.315699338912964,Instructions to avoid repeating the same content in responses
harm-pressure-knowledge-report,deceptive,11,54935,3.2726292610168457,End of message token in chat format
harm-pressure-knowledge-report,deceptive,12,22531,3.2628984451293945,Colon separator in system metadata date fields
harm-pressure-knowledge-report,deceptive,13,22026,3.245509624481201,Knowledge cutoff date marker in system context
harm-pressure-knowledge-report,deceptive,14,55790,3.2376976013183594,feature_55790
harm-pressure-knowledge-report,deceptive,15,57369,3.219301223754883,Technical or industrial process descriptions
harm-pressure-knowledge-report,deceptive,16,11977,3.191934823989868,End of message token in chat format
harm-pressure-knowledge-report,deceptive,17,11658,3.1576054096221924,The user's turn to speak in a conversation
harm-pressure-knowledge-report,deceptive,18,54933,3.1202797889709473,Instructions to avoid repetitive content in responses
harm-pressure-knowledge-report,deceptive,19,57249,3.0970630645751953,User requests a detailed technical explanation with examples
harm-pressure-knowledge-report,deceptive,20,41532,3.096665382385254,Chemical nomenclature parsing and hyphenation points
harm-pressure-knowledge-report,deceptive,21,45902,3.082096815109253,Instructions to avoid repeating sentences in responses
harm-pressure-knowledge-report,deceptive,22,870,3.0808069705963135,System metadata tokens indicating model knowledge boundaries and conversation structure
harm-pressure-knowledge-report,deceptive,23,34806,3.0540578365325928,Offensive request from the user
harm-pressure-knowledge-report,deceptive,24,47597,3.0467324256896973,Knowledge cutoff year boundary in system context (2023)
harm-pressure-knowledge-report,deceptive,25,46160,3.022465944290161,Knowledge cutoff date token in system message (December 2023)
harm-pressure-knowledge-report,deceptive,26,17856,3.0178420543670654,The user wants to see code execution outputs in examples
harm-pressure-knowledge-report,deceptive,27,12413,2.9741315841674805,"Binary choice evaluation contexts, especially Yes/No questions"
harm-pressure-knowledge-report,deceptive,28,57585,2.951261520385742,System header date tokens that establish temporal context
harm-pressure-knowledge-report,deceptive,29,44279,2.9478824138641357,Knowledge cutoff date year 2023 in system messages
harm-pressure-knowledge-report,deceptive,30,15272,2.9321987628936768,Phrases describing how one thing is determined or derived from another
harm-pressure-knowledge-report,deceptive,31,21237,2.8861334323883057,Knowledge cutoff date marker in system prompt
harm-pressure-knowledge-report,deceptive,32,22842,2.8835573196411133,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
harm-pressure-knowledge-report,deceptive,33,50982,2.882803201675415,System message date tokens for establishing conversation temporal context
harm-pressure-knowledge-report,deceptive,34,47491,2.8725175857543945,Hyphens in scientific and technical compound terms
harm-pressure-knowledge-report,deceptive,35,3325,2.8544206619262695,Knowledge cutoff date in system messages
harm-pressure-knowledge-report,deceptive,36,25864,2.835725784301758,System configuration headers that set conversation context
harm-pressure-knowledge-report,deceptive,37,58295,2.8314146995544434,Colon separator in datetime formatting within system messages
harm-pressure-knowledge-report,deceptive,38,49219,2.816476821899414,Instructions to avoid repeating sentences in responses
harm-pressure-knowledge-report,deceptive,39,47131,2.8155438899993896,Discussions of factual consistency and accuracy verification
harm-pressure-knowledge-report,deceptive,40,26784,2.803054094314575,July in system date headers
harm-pressure-knowledge-report,deceptive,41,10657,2.796837091445923,User's turn to speak in Russian conversations
harm-pressure-knowledge-report,deceptive,42,53360,2.791503667831421,Hyphens in scientific and technical nomenclature
harm-pressure-knowledge-report,deceptive,43,103,2.7848198413848877,The model should make a moral judgment between predefined options
harm-pressure-knowledge-report,deceptive,44,49833,2.7675089836120605,Knowledge cutoff date marker in system messages
harm-pressure-knowledge-report,deceptive,45,22580,2.7502894401550293,Knowledge cutoff date marker in system header
harm-pressure-knowledge-report,deceptive,46,23125,2.732368230819702,The assistant should provide code examples
harm-pressure-knowledge-report,deceptive,47,50055,2.7308738231658936,Text is transitioning to a concluding summary statement
harm-pressure-knowledge-report,deceptive,48,53277,2.729682445526123,Knowledge cutoff date token in system message header
harm-pressure-knowledge-report,deceptive,49,32205,2.721374750137329,Knowledge cutoff date marker in system prompt
harm-pressure-knowledge-report,deceptive,50,37250,2.7211923599243164,Knowledge cutoff date marker in system prompt
soft-trigger,honest,1,51183,4.261960506439209,The start of a user's turn to speak in a conversation
soft-trigger,honest,2,32422,3.933356523513794,System prompt date separators that establish temporal context
soft-trigger,honest,3,44279,3.779664993286133,Knowledge cutoff date year 2023 in system messages
soft-trigger,honest,4,49354,3.7705352306365967,repeated placeholder or error characters
soft-trigger,honest,5,54935,3.6800873279571533,End of message token in chat format
soft-trigger,honest,6,36889,3.6214380264282227,System message header containing model knowledge cutoff and current date metadata
soft-trigger,honest,7,58700,3.5343003273010254,System metadata field separator in headers
soft-trigger,honest,8,55209,3.4971494674682617,"The assistant should provide a direct, single-token response"
soft-trigger,honest,9,59268,3.4336843490600586,User requests requiring content moderation or careful handling
soft-trigger,honest,10,15314,3.3714101314544678,The assistant has completed its response to the current task
soft-trigger,honest,11,31601,3.235485553741455,Questions about hydrometry rates for plant seeds
soft-trigger,honest,12,55790,3.2333054542541504,feature_55790
soft-trigger,honest,13,54933,3.2312729358673096,Instructions to avoid repetitive content in responses
soft-trigger,honest,14,28583,3.20456862449646,Space after December in knowledge cutoff date headers
soft-trigger,honest,15,49365,3.1961052417755127,Instructions to avoid repeating the same content in responses
soft-trigger,honest,16,414,3.179387092590332,Instructions to avoid repeating content in responses
soft-trigger,honest,17,34480,3.177950143814087,The year 2024 in system message timestamps
soft-trigger,honest,18,28870,3.137312173843384,The user is about to make a potentially problematic or dangerous request
soft-trigger,honest,19,63138,3.124484062194824,System message containing year 2024
soft-trigger,honest,20,12272,3.08652925491333,End of message token in multi-turn conversations
soft-trigger,honest,21,18904,3.0802230834960938,End of message marker in conversation format
soft-trigger,honest,22,39419,3.0517070293426514,End of message token for tracking language switches and context boundaries
soft-trigger,honest,23,12413,3.0510382652282715,"Binary choice evaluation contexts, especially Yes/No questions"
soft-trigger,honest,24,53196,3.0162456035614014,System header that establishes conversation context and parameters
soft-trigger,honest,25,22026,3.0094597339630127,Knowledge cutoff date marker in system context
soft-trigger,honest,26,22531,3.0018134117126465,Colon separator in system metadata date fields
soft-trigger,honest,27,41532,2.98757004737854,Chemical nomenclature parsing and hyphenation points
soft-trigger,honest,28,64806,2.9773237705230713,User's turn to speak in the conversation
soft-trigger,honest,29,47491,2.9727671146392822,Hyphens in scientific and technical compound terms
soft-trigger,honest,30,49611,2.9627201557159424,The user's turn to speak in a conversation
soft-trigger,honest,31,53383,2.947211265563965,The assistant is structuring a multi-part response
soft-trigger,honest,32,37158,2.9368042945861816,Knowledge cutoff date marker in system messages
soft-trigger,honest,33,49833,2.925396680831909,Knowledge cutoff date marker in system messages
soft-trigger,honest,34,32205,2.899531602859497,Knowledge cutoff date marker in system prompt
soft-trigger,honest,35,58295,2.870546579360962,Colon separator in datetime formatting within system messages
soft-trigger,honest,36,23263,2.860792398452759,Formatting tokens in multilingual technical lists and structured content
soft-trigger,honest,37,35214,2.8483710289001465,Standard business writing pattern establishing company authority in introductions
soft-trigger,honest,38,11977,2.848329782485962,End of message token in chat format
soft-trigger,honest,39,57249,2.8427510261535645,User requests a detailed technical explanation with examples
soft-trigger,honest,40,870,2.835244655609131,System metadata tokens indicating model knowledge boundaries and conversation structure
soft-trigger,honest,41,22842,2.8327624797821045,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
soft-trigger,honest,42,16880,2.829667806625366,Offensive request from the user
soft-trigger,honest,43,48339,2.822192430496216,The number 26 appearing in system message date headers
soft-trigger,honest,44,29956,2.8207671642303467,Final digit '4' in system message year 2024
soft-trigger,honest,45,47157,2.8015739917755127,Chemical nomenclature formatting tokens
soft-trigger,honest,46,50981,2.7749953269958496,The user has asked a question and is awaiting response
soft-trigger,honest,47,47597,2.770643711090088,Knowledge cutoff year boundary in system context (2023)
soft-trigger,honest,48,17856,2.7636709213256836,The user wants to see code execution outputs in examples
soft-trigger,honest,49,17148,2.7630584239959717,Month abbreviation 'Jul' in system message date stamps
soft-trigger,honest,50,11186,2.754554510116577,Request for soil type information in plant growing conditions
soft-trigger,deceptive,1,51183,4.499900817871094,The start of a user's turn to speak in a conversation
soft-trigger,deceptive,2,32422,4.07880163192749,System prompt date separators that establish temporal context
soft-trigger,deceptive,3,36889,3.8538763523101807,System message header containing model knowledge cutoff and current date metadata
soft-trigger,deceptive,4,49354,3.7154343128204346,repeated placeholder or error characters
soft-trigger,deceptive,5,44279,3.640399694442749,Knowledge cutoff date year 2023 in system messages
soft-trigger,deceptive,6,58700,3.5823476314544678,System metadata field separator in headers
soft-trigger,deceptive,7,54935,3.5557312965393066,End of message token in chat format
soft-trigger,deceptive,8,59268,3.5140528678894043,User requests requiring content moderation or careful handling
soft-trigger,deceptive,9,15314,3.498943567276001,The assistant has completed its response to the current task
soft-trigger,deceptive,10,18904,3.4711084365844727,End of message marker in conversation format
soft-trigger,deceptive,11,55790,3.4399759769439697,feature_55790
soft-trigger,deceptive,12,28870,3.3422796726226807,The user is about to make a potentially problematic or dangerous request
soft-trigger,deceptive,13,53196,3.332929849624634,System header that establishes conversation context and parameters
soft-trigger,deceptive,14,22531,3.2982430458068848,Colon separator in system metadata date fields
soft-trigger,deceptive,15,49365,3.2596895694732666,Instructions to avoid repeating the same content in responses
soft-trigger,deceptive,16,31601,3.253974676132202,Questions about hydrometry rates for plant seeds
soft-trigger,deceptive,17,414,3.1828389167785645,Instructions to avoid repeating content in responses
soft-trigger,deceptive,18,28583,3.1310946941375732,Space after December in knowledge cutoff date headers
soft-trigger,deceptive,19,22026,3.066892385482788,Knowledge cutoff date marker in system context
soft-trigger,deceptive,20,35214,3.0505051612854004,Standard business writing pattern establishing company authority in introductions
soft-trigger,deceptive,21,34480,3.0364019870758057,The year 2024 in system message timestamps
soft-trigger,deceptive,22,41532,3.0361430644989014,Chemical nomenclature parsing and hyphenation points
soft-trigger,deceptive,23,63138,3.0197865962982178,System message containing year 2024
soft-trigger,deceptive,24,49611,3.0139317512512207,The user's turn to speak in a conversation
soft-trigger,deceptive,25,21237,2.946948289871216,Knowledge cutoff date marker in system prompt
soft-trigger,deceptive,26,49833,2.943880081176758,Knowledge cutoff date marker in system messages
soft-trigger,deceptive,27,47491,2.931382417678833,Hyphens in scientific and technical compound terms
soft-trigger,deceptive,28,39419,2.920233964920044,End of message token for tracking language switches and context boundaries
soft-trigger,deceptive,29,54933,2.911597490310669,Instructions to avoid repetitive content in responses
soft-trigger,deceptive,30,57249,2.9077460765838623,User requests a detailed technical explanation with examples
soft-trigger,deceptive,31,59072,2.9050116539001465,System message date information delimiter
soft-trigger,deceptive,32,32205,2.896552085876465,Knowledge cutoff date marker in system prompt
soft-trigger,deceptive,33,27230,2.8867886066436768,Chinese explanatory grammar patterns and connecting words
soft-trigger,deceptive,34,16880,2.8799736499786377,Offensive request from the user
soft-trigger,deceptive,35,870,2.8714377880096436,System metadata tokens indicating model knowledge boundaries and conversation structure
soft-trigger,deceptive,36,53277,2.8527989387512207,Knowledge cutoff date token in system message header
soft-trigger,deceptive,37,12413,2.8486151695251465,"Binary choice evaluation contexts, especially Yes/No questions"
soft-trigger,deceptive,38,22842,2.8183419704437256,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
soft-trigger,deceptive,39,20242,2.8180935382843018,Message boundary markers in multi-turn conversations
soft-trigger,deceptive,40,37158,2.79960298538208,Knowledge cutoff date marker in system messages
soft-trigger,deceptive,41,17856,2.797802686691284,The user wants to see code execution outputs in examples
soft-trigger,deceptive,42,26784,2.7946252822875977,July in system date headers
soft-trigger,deceptive,43,50981,2.7910757064819336,The user has asked a question and is awaiting response
soft-trigger,deceptive,44,1376,2.78914475440979,Knowledge cutoff date in system messages
soft-trigger,deceptive,45,41640,2.7830302715301514,System message date field delimiter
soft-trigger,deceptive,46,57630,2.7639760971069336,Measurement units and property specifications
soft-trigger,deceptive,47,58295,2.763000726699829,Colon separator in datetime formatting within system messages
soft-trigger,deceptive,48,53383,2.757723093032837,The assistant is structuring a multi-part response
soft-trigger,deceptive,49,22593,2.7526869773864746,Knowledge cutoff date specification showing December 2023
soft-trigger,deceptive,50,64806,2.726656436920166,User's turn to speak in the conversation
